Course_Name,Company_Offering,Skills_Gained,Ratings,Number_of_Ratings,Course_Link
AI and Public Health,DeepLearning.AI,"Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Exploratory Data Analysis, Generative AI, Machine Learning Algorithms",4.7,149,https://www.coursera.org/learn/ai-and-public-health
Plant Bioinformatic Methods,University of Toronto,"Bioinformatics, Probability and Statistics",4.7,2000,https://www.coursera.org/specializations/plant-bioinformatic-methods
AI Engineering,Scrimba,,4.6,16,https://www.coursera.org/specializations/ai-engineering
Introduction to User Experience Design,Georgia Institute of Technology,"User Centered Design, User Experience (UX) Design, Usability Testing",4.5,1000,https://www.coursera.org/learn/user-experience-design
Immunology: The Immune System and its Failures,Imperial College London,"Medical Science and Research, Infectious Diseases, Infection Control, Biostatistics, Epidemiology",4.7,169,https://www.coursera.org/specializations/immunology-the-immune-system-and-its-failures
Visualizing the Living Body: Diagnostic Imaging,Yale University,General Medical Tests and Procedures,4.8,194,https://www.coursera.org/learn/diagnosticimaging
Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,"Contract Management, Critical Thinking, Leadership and Management, Regulations and Compliance, Business Communication, Decision Making, Employee Relations, Negotiation, Deep Learning, Strategy and Operations",4.8,1000,https://www.coursera.org/learn/corporate-commercial-law-part1
Foundations of Global Health,Johns Hopkins University,"Leadership and Management, Training, Human Learning, Planning, Culture",4.7,1000,https://www.coursera.org/specializations/global-health
Market Research,Queen Mary University of London,"Market Research, Leadership and Management, Exploratory Data Analysis, Research and Design, Critical Thinking, Data Management, User Experience, Business Communication, Customer Analysis, Data Structures, User Research, Experiment",4.5,167,https://www.coursera.org/specializations/market-research-market-research
Everyday Parenting: The ABCs of Child Rearing,Yale University,,4.9,8000,https://www.coursera.org/learn/everyday-parenting
R Programming,Johns Hopkins University,"Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Data Analysis, Data Structures, Problem Solving, Programming Principles, R Programming, Statistical Programming, General Statistics",4.5,22000,https://www.coursera.org/learn/r-programming
Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,"Entrepreneurship, Leadership and Management, Innovation, Strategy, Strategy and Operations, Research and Design, Creativity, Critical Thinking, Marketing, Business Psychology, Decision Making, Business Analysis, Business Development, Communication, Human Learning, Problem Solving, Product Development, Sales, Collaboration, Emotional Intelligence, Product Strategy, Human Resources, Marketing Management, People Management, Storytelling, Entrepreneurial Finance, Professional Development, Finance",4.8,2000,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship
Kotlin for Java Developers,JetBrains,"Computer Programming, Programming Principles, Algorithms, Data Structures, Problem Solving, Computational Logic, Mathematics, Software Engineering",4.7,2000,https://www.coursera.org/learn/kotlin-for-java-developers
MBA Essentials,University of Glasgow,Marketing,4.5,20,https://www.coursera.org/learn/mba-essentials
Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,"Computer Programming, Java Programming, Data Structures, Algorithms, Problem Solving, Programming Principles, Critical Thinking, Software Engineering, Computational Thinking, Communication, Computer Programming Tools, Data Analysis, Theoretical Computer Science, Computational Logic, Computer Graphics, Visualization (Computer Graphics), Recruitment, Training, People Analysis",4.7,1000,https://www.coursera.org/specializations/java-object-oriented
"Cybersecurity Roles, Processes & Operating System Security",IBM,"Cloud Computing, Linux, Operating Systems, System Security",4.6,4000,https://www.coursera.org/learn/cybersecurity-roles-processes-operating-system-security
Greek and Roman Mythology,University of Pennsylvania,Culture,4.8,3000,https://www.coursera.org/learn/mythology
Understanding Einstein: The Special Theory of Relativity,Stanford University,Critical Thinking,4.9,3000,https://www.coursera.org/learn/einstein-relativity
Learn Interpersonal Psychotherapy,University of Toronto,,,0,https://www.coursera.org/learn/learn-ipt
GPU Programming,Johns Hopkins University,"C Based Programming Languages, C (Programming Language), Cplusplus, Computer Graphics, Python (Programming Language), Computer Science, Hardware Design",2.7,87,https://www.coursera.org/specializations/gpu-programming
Competitive Strategy and Organization Design,Ludwig-Maximilians-UniversitÃ¤t MÃ¼nchen (LMU),"Strategic Planning, Strategic Thinking, Operations Management, Business Strategies, Marketing, Sales, Business Development, Business Strategy, Entrepreneurship, Finance, Game Theory, Innovation, Management, Market Analysis, Product Strategy, Research and Development, Mergers and Acquisitions, Product Design, Business Analysis, Business Architecture, Business Modeling, Critical Thinking and Problem Solving, Customer Analysis, Customer Relationship Management (CRM), Economics, Policy, and Social Studies, Marketing Strategies, Organizational Development, Regulatory Compliance",4.7,6000,https://www.coursera.org/specializations/competitive-strategy
Spacecraft Dynamics and Control,University of Colorado Boulder,,4.8,408,https://www.coursera.org/specializations/spacecraft-dynamics-control
Using Databases with Python,University of Michigan,"Python (Programming Language), SQL (Programming Language), Database Software",4.8,21000,https://www.coursera.org/learn/python-databases
Global Diplomacy: the United Nations in the World,University of London,,4.7,5000,https://www.coursera.org/learn/global-diplomacy-un
Teach English Now! Capstone Project 2,Arizona State University,,4.9,987,https://www.coursera.org/learn/teaching-english-capstone-2
Financing and Investing in Infrastructure,UniversitÃ  Bocconi,"Project Management, Construction Management, Infrastructure Security",4.8,9000,https://www.coursera.org/learn/infrastructure-investing
Sustainable Fashion,Copenhagen Business School,"Business Modeling, Corporate Sustainability, Sustainability Reporting",4.8,705,https://www.coursera.org/learn/sustainable-fashion
Survey Data Collection and Analytics,University of Michigan,"Statistical Analysis, Data Collection, Survey Development, Regression Analysis, Statistical Programming, Probability and Statistics, Statistics, Data Cleansing, Data Quality, Data Wrangling, Design, Design Strategies, Exploratory Data Analysis, Information Privacy, R (Programming Language), Statistical Software",4.4,4000,https://www.coursera.org/specializations/data-collection
Computational Social Science,"University of California, Davis","Network Analysis, Data Science, Simulations, Machine Learning, Mathematics and Mathematical Modeling, Artificial Intelligence, Big Data, Computer Science, Critical Thinking and Problem Solving, Law, Regulation, and Compliance, Media Strategy, Natural Language Processing, Python (Programming Language), Text Mining",4.6,949,https://www.coursera.org/specializations/computational-social-science-ucdavis
Introduction to Back-End Development,Meta,"CSS Frameworks, HTML Formatting, HTML5, Web Design, React.js, Front End (Software Engineering), Web Development, Web Development Tools",4.7,9000,https://www.coursera.org/learn/introduction-to-back-end-development
Fundamentals of Business Analysis,Starweaver,Business Analysis,4.6,40,https://www.coursera.org/learn/fundamentals-of-business-analysis
Medical Terminology I,Rice University,,4.9,388,https://www.coursera.org/learn/medical-terminology-1
What is Compliance?,University of Pennsylvania,"Critical Thinking, Leadership and Management, Organizational Development, Regulations and Compliance, Risk Management, Strategy and Operations, Accounting, Audit, Business Process Management, Financial Accounting, Brand Management",4.8,2000,https://www.coursera.org/learn/what-is-compliance
Creativity and AI,"Parsons School of Design, The New School","Creativity, Leadership and Management, Research and Design, Machine Learning, Applied Machine Learning, Human Learning, Innovation, Machine Learning Algorithms",4.5,68,https://www.coursera.org/specializations/creativity-ai
Agroforestry,University of Florida,,4.8,19,https://www.coursera.org/specializations/agroforestry-all
GPT Vision: Seeing the World through Generative AI,Vanderbilt University,Social Media,4.7,19,https://www.coursera.org/learn/gpt-vision
Narrative Economics,Yale University,"Critical Thinking, Storytelling",4.8,410,https://www.coursera.org/learn/narrative-economics
Drug Discovery,University of California San Diego,,4.6,6000,https://www.coursera.org/learn/drug-discovery
"ETL and Data Pipelines with Shell, Airflow and Kafka",IBM,"Data Management, Extract, Transform, Load, Apache, Data Warehousing, Big Data, Database Administration, Distributed Computing Architecture, Leadership and Management, Python Programming, Software Architecture",4.5,286,https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka
Cloud Computing Law,Queen Mary University of London,"Machine Learning Algorithms, Cloud Computing, Taxes",4.9,115,https://www.coursera.org/specializations/cloud-computing-law
Google Cloud Big Data and Machine Learning Fundamentals,Google Cloud,"Big Data, Cloud Computing, Cloud Platforms, Google Cloud Platform, Human Learning, Machine Learning",4.7,16000,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals
"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,"Creativity, Critical Thinking, Design and Product, Innovation, Interactive Design, Problem Solving, Product Design, Research and Design, User Experience, User Experience Design",4.7,9000,https://www.coursera.org/learn/innovation-through-design
Diversity and Inclusion in Education,University of Glasgow,Leadership and Management,4.8,203,https://www.coursera.org/learn/diversity-and-inclusion-education
An Introduction to Learning Experience Design (LXD),University of Michigan,Professional Development,4.8,6,https://www.coursera.org/specializations/introduction-to-learning-experience-design
Gender Analytics: Gender Equity through Inclusive Design,University of Toronto,"Research and Design, Critical Thinking, Organizational Development, People Analysis, Business Analysis, Decision Making, Data Analysis, Emotional Intelligence, Leadership and Management, People Development, Strategy and Operations, Business Psychology, Communication, Data Management, Human Resources, Leadership Development, Problem Solving, Strategy, User Experience Design, Change Management, General Statistics, Human Computer Interaction, Innovation, Probability & Statistics, Statistical Analysis, User Experience, Creativity, Market Research",4.8,502,https://www.coursera.org/specializations/gender-analytics
Life Cycle Assessment,University of Michigan,Product Lifecycle,4.0,19,https://www.coursera.org/learn/life-cycle-assessment
"Project Management Foundations, Initiation, and Planning",SkillUp EdTech,Project Management,4.7,141,https://www.coursera.org/learn/project-management-foundations-initiation-and-planning
Positive Psychology,The University of North Carolina at Chapel Hill,,4.7,8000,https://www.coursera.org/learn/positive-psychology
Home-Based Child Care,The State University of New York,"Communication, Creativity, Leadership and Management",4.7,50,https://www.coursera.org/specializations/home-based-child-care
Medical Terminology and the Human Body Fundamentals,MedCerts,,4.9,94,https://www.coursera.org/learn/medical-terminology-human-body-fundamentals
Design of Experiments,Arizona State University,"Probability & Statistics, Experiment, Statistical Analysis, General Statistics, Statistical Tests, Data Analysis, Research and Design, Regression, Plot (Graphics), Data Analysis Software, Statistical Visualization",4.7,308,https://www.coursera.org/specializations/design-experiments
Blood Film Morphology - A Practical Guide,University of Western Australia,,4.9,60,https://www.coursera.org/learn/blood-film-morphology
Data Science Math Skills,Duke University,"Data Analysis, General Statistics, Probability & Statistics, Problem Solving, Statistical Analysis, Algebra, Calculus, Critical Thinking",4.5,12000,https://www.coursera.org/learn/datasciencemathskills
Data Science: Statistics and Machine Learning,Johns Hopkins University,"R Programming, Data Analysis, Statistical Analysis, Statistical Programming, Probability & Statistics, Statistical Machine Learning, General Statistics, Machine Learning Algorithms, Human Learning, Machine Learning, Problem Solving, Statistical Tests, Regression, Computer Programming, Algorithms, Applied Machine Learning, Correlation And Dependence, Data Model, Estimation, Probability Distribution, Machine Learning Software, Natural Language Processing, Basic Descriptive Statistics, Exploratory Data Analysis, Computer Graphics, Data Visualization, Interactive Data Visualization, Interactive Design, Plot (Graphics), Web Development",4.4,1000,https://www.coursera.org/specializations/data-science-statistics-machine-learning
European Business Law,Lund University,"Law, Regulation, and Compliance, Regulation and Legal Compliance, Critical Thinking, Innovation, Labor Law, Tax",4.8,7000,https://www.coursera.org/specializations/european-business-law
Introduction to Chemistry:  Structures and Solutions,Duke University,"Physics, Experimentation",4.7,487,https://www.coursera.org/learn/basic-chemistry
"Teach English Now! Second Language Reading, Writing, and Grammar",Arizona State University,"Writing, Writing and Editing",4.9,3000,https://www.coursera.org/learn/tesol-writing
Financial Statement Analysis,Intuit,"Accounting, Business Analysis, Data Analysis, Financial Accounting, Financial Analysis, Cash Management, Bookkeeping, Financial Statements",4.6,439,https://www.coursera.org/learn/financial-statement-analysis
Introduction to Machine Learning,Duke University,"Machine Learning, Natural Language Processing, Artificial Intelligence and Machine Learning (AI/ML), Machine Learning Algorithms",4.7,4000,https://www.coursera.org/learn/machine-learning-duke
"Organizational Leadership in Diversity, Equity & Inclusion",Rice University,"Communications, Diversity and Inclusion, Human Resource Management, Human Resource Planning, Industrial Relations, Industrial and Organizational Psychology, Management, Culture Transformation, Entrepreneurship, Organizational Development, Business Analysis, Change Management, Collaboration, Leadership Development, Operational Support and Analysis, Operations Management, Strategic Planning, Talent Management, Compensation and Benefits, Data Collection, Diversity Training, Education and Training, Planning, Recruitment, Supply Chain, Training and Development",4.8,218,https://www.coursera.org/specializations/organizational-leadership-in-diversity-equity-and-inclusion
Tally Bookkeeper,Tally Education and Distribution Services Private Limited,"Accounting, Accounting Software, Financial Accounting, Finance, Accounting and Finance Software, Data Management, Billing, Cash Management, Cost Accounting, Invoicing, Stock Management, Supply Chain, Tax Management, Accounts Payable, Accounts Payable and Receivable, Accounts Receivable, Business Analysis, Data Analysis, Financial Analysis, Financial Management, Payment Processing, Tax, Bank Reconciliations, Banking, Budget Management, Budgeting, Corporate Accounting, Data Architecture, Data Loss Prevention, Financial Reporting, General Accounting, Inventory Management, Shipping and Receiving",4.5,123,https://www.coursera.org/professional-certificates/tally-bookkeeper
Bugs 101: Insect-Human Interactions,University of Alberta,Forensic Sciences,4.9,3000,https://www.coursera.org/learn/bugs-101
Conflict Management,"University of California, Irvine",,4.4,2000,https://www.coursera.org/specializations/conflict-management
Programming in Python,Meta,"Python (Programming Language), Programming Concepts, Django (Web Framework), Object Oriented Programming (OOP), Computer Programming",4.6,3000,https://www.coursera.org/learn/programming-in-python
Strategy and Sustainability,IESE Business School,"Corporate Sustainability, Environment and Resource Management, Sustainability Reporting",4.7,487,https://www.coursera.org/learn/strategy-sustainability
Data-driven Decision Making,PwC,"Data Analysis, Analytics, Business Intelligence",4.6,6000,https://www.coursera.org/learn/decision-making
Future Ready Company,London Business School,,4.8,28,https://www.coursera.org/specializations/future-ready-company
African development â from the past to the present,Lund University,,4.0,43,https://www.coursera.org/learn/african-development--from-the-past-to-the-present
Strategic Communication Campaigns,University of Colorado Boulder,"Business Communication, Communication, Market Research, Marketing, Public Relations, Research and Design",5.0,8,https://www.coursera.org/specializations/strategic-communication-campaigns
Health Behavior Change: From Evidence to Action,Yale University,,4.8,377,https://www.coursera.org/learn/health-behavior-change
Python Programming Fundamentals,Duke University,"Algorithms, Computer Programming, Problem Solving, Python Programming",3.4,17,https://www.coursera.org/learn/python-programming-fundamentals
AI in Healthcare Capstone,Stanford University,"Machine Learning, Leadership and Management",4.6,174,https://www.coursera.org/learn/ai-in-healthcare-capstone
"Teach English Now! Second Language Listening, Speaking, and Pronunciation",Arizona State University,Planning,4.9,9000,https://www.coursera.org/learn/tesol-speaking
Introduction to Intellectual Property,University of Pennsylvania,Brand Management,4.8,890,https://www.coursera.org/learn/introduction-intellectual-property
Financial Acumen for Non-Financial Managers,University of Pennsylvania,"Finance, Financial Analysis, Financial Management, Accounting, Accounts Payable and Receivable, Business Analysis, Financial Accounting, General Accounting, Management Accounting, Leadership and Management",4.5,902,https://www.coursera.org/learn/finance-healthcare-managers
Introduction to Financial Engineering and Risk Management,Columbia University,"Finance, Mathematics, Probability & Statistics, Risk Management, Securities Sales, Securities Trading",4.6,181,https://www.coursera.org/learn/financial-engineering-intro
Spring Framework,LearnQuest,"Web Development, Computer Programming, Java Programming, Software Framework, Software Architecture, Software Engineering, Application Development, Back-End Web Development, Other Web Frameworks, Programming Principles, Cloud Computing, Cloud Load Balancing, Full-Stack Web Development, Web Development Tools",3.9,501,https://www.coursera.org/specializations/spring-framework
Introduction to Good Clinical Practice,Novartis,,4.7,92,https://www.coursera.org/learn/good-clinical-practice-novartis
An Introduction to Accessibility and Inclusive Design,University of Illinois at Urbana-Champaign,"Research and Design, Human Computer Interaction, Visual Design",4.7,198,https://www.coursera.org/learn/accessibility
Preparing to Manage Human Resources,University of Minnesota,"Communication, Employee Relations, Human Resources, People Management, Strategy and Operations, Human Resources Operations, Leadership and Management, Strategy, Business Psychology, People Development",4.8,7000,https://www.coursera.org/learn/managing-human-resources
Sustainable Agricultural Land Management,University of Florida,,4.8,511,https://www.coursera.org/learn/sustainable-agriculture
Write A Feature Length Screenplay For Film Or Television,Michigan State University,Writing,4.6,201,https://www.coursera.org/learn/write-a-feature-length-screenplay-for-film-or-television
Healthcare Organization Operations,Rutgers the State University of New Jersey,"Leadership and Management, Organizational Development, Strategy and Operations, Communication, Business Process Management, Operations Management, Professional Development, Business Development, Business Communication, Strategy, Business Analysis, Leadership Development, Process Analysis, Critical Thinking, Human Learning, Operations Research, Operating Systems, People Analysis, Data Analysis, Data Management, Probability & Statistics, Spreadsheet Software, Basic Descriptive Statistics, Innovation",4.6,590,https://www.coursera.org/specializations/healthcare-organization-operations
Compensation and Benefits,HRCI,"Benefits, Compensation",4.7,128,https://www.coursera.org/learn/compensation-and-benefits
Leading Sustainable Community Transformation,University of Colorado Boulder,"Leadership and Management, Strategy, Strategy and Operations, Decision Making, Business Psychology, Entrepreneurship, Market Research, Project Management, Research and Design",4.3,186,https://www.coursera.org/specializations/sustainable-transformation
Engineering Health: Introduction to Yoga and Physiology,New York University,,4.8,484,https://www.coursera.org/learn/engineering-health-yoga-physiology
Introduction to Genetics and Evolution,Duke University,,4.8,5000,https://www.coursera.org/learn/genetics-evolution
Data Structures,University of California San Diego,"Algorithms, Computer Programming, Data Structures, Theoretical Computer Science, Problem Solving, C++ Programming, Computer Programming Tools, Mathematical Theory & Analysis, Programming Principles, Mathematics",4.6,4000,https://www.coursera.org/learn/data-structures
Digital Transformation,University of Virginia,"Business Analysis, Business Transformation, Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Innovation",4.8,6000,https://www.coursera.org/learn/bcg-uva-darden-digital-transformation
Introduction to Data Science in Python,University of Michigan,"Computer Programming, Data Analysis, Data Management, Python Programming, Statistical Programming, Data Mining, Extract, Transform, Load, Computer Programming Tools, Critical Thinking, Exploratory Data Analysis, General Statistics",4.5,27000,https://www.coursera.org/learn/python-data-analysis
Weight Management: Beyond Balancing Calories,Emory University,Leadership and Management,4.7,1000,https://www.coursera.org/learn/weight-management-beyond-balancing-calories
English for Common Interactions in the Workplace: Basic Level,Pontificia Universidad CatÃ³lica de Chile,,4.7,5000,https://www.coursera.org/learn/english-common-interactions-workplace-basic-level
International Marketing & Cross Industry Growth,Yonsei University,"Marketing, Strategy, Leadership and Management, Customer Analysis, Market Analysis, Marketing Management, Product Marketing, Brand Management, Customer Relationship Management, Marketing Design, Media Strategy & Planning, Product Strategy, Product Management, Decision Making, Strategy and Operations, B2B Sales, Business Analysis, Business Development, Social Media, Communication, Creativity, Market Research, Operations Management, Sales, Performance Management, Reinforcement Learning",4.7,2000,https://www.coursera.org/specializations/international-marketing
Introduction to Probability and Data with R,Duke University,"Basic Descriptive Statistics, Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Critical Thinking, R Programming, Exploratory Data Analysis, Statistical Programming, Statistical Tests, Computer Programming",4.7,6000,https://www.coursera.org/learn/probability-intro
An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine","Internet Of Things, Computer Programming, Computer Programming Tools, Hardware Design, Computer Networking, Programming Principles, Networking Hardware, Python Programming, System Programming, Communication, Computational Thinking, Computer Architecture, Operating Systems, Microarchitecture, Systems Design, C Programming Language Family, Human Computer Interaction, Network Architecture, Problem Solving, C++ Programming, Application Development, Computational Logic, Graphics Software, Network Model, Other Programming Languages, Software-Defined Networking",4.7,20000,https://www.coursera.org/specializations/iot
Applied Computational Fluid Dynamics,Siemens,,4.8,87,https://www.coursera.org/learn/applied-computational-fluid-dynamics
Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,"Entrepreneurship, Leadership and Management, Strategy and Operations, Business Development, Strategy, Adaptability, Entrepreneurial Finance, Marketing, Organizational Development, People Development, Sales",4.7,895,https://www.coursera.org/learn/entrepreneurship-strategy
Informationâ âSystems,University of Minnesota,"Business Process Management, Leadership and Management, Strategy and Operations, Business Transformation, Project Management, Business Analysis, Data Management, Business Development, Planning, Process Analysis, Software As A Service, Business Design, Communication, Organizational Development, Risk Management, Agile Software Development, Cloud Computing, Operations Management, Strategy, Systems Design, Computer Architecture, Design and Product, Security Engineering, Supply Chain and Logistics, BlockChain, Cloud Storage, Cryptography, Machine Learning Algorithms, Machine Learning Software",4.8,9000,https://www.coursera.org/specializations/information-systems
Social Work Practice: Advocating Social Justice and Change,University of Michigan,Communication,4.8,358,https://www.coursera.org/learn/social-work-practice-advocating-social-justice-and-change
Microeconomics: The Power of Markets,University of Pennsylvania,"Problem Solving, Market Analysis, Behavioral Economics, Business Analysis, Decision Making, Finance, Market Research, Mathematics, Supply Chain and Logistics",4.7,4000,https://www.coursera.org/learn/microeconomics-part1
Architecting Solutions on AWS,Amazon Web Services,"Amazon Web Services, Cloud Computing, Cloud Storage, Cloud Applications, Cloud Engineering, Cloud Infrastructure, Cloud Management, Cloud Platforms, Cloud-Based Integration, Database Design, Data Analysis, Software Architecture, Data Visualization",4.9,236,https://www.coursera.org/learn/architecting-solutions-on-aws
Sustainable Cities,Johns Hopkins University,Planning,4.6,232,https://www.coursera.org/specializations/sustainablecities
Introduction to Hardware and Operating Systems,IBM,"Computer Engineering, Operating Systems, Technical Support, Information Technology, Peripheral Devices",4.8,1000,https://www.coursera.org/learn/introduction-to-hardware-and-operating-systems
Generative AI Essentials: Overview and Impact,University of Michigan,"ChatGPT, Generative AI",4.7,46,https://www.coursera.org/learn/generative-ai-essentials
The Nuts and Bolts of Machine Learning,Google,"Machine Learning, Machine Learning Algorithms, Data Analysis Software",4.8,268,https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning
ASP.NET for Experienced Developers,Board Infinity,"ASP.NET, C# (Programming Language), Docker (Software), Microservices, Object Oriented Programming (OOP), Restful API",4.0,179,https://www.coursera.org/specializations/asp-dot-net-experience
Build Better Generative Adversarial Networks (GANs),DeepLearning.AI,Generative AI,4.7,633,https://www.coursera.org/learn/build-better-generative-adversarial-networks-gans
Computational Neuroscience,University of Washington,"Computer Vision, Reinforcement Learning, Artificial Neural Networks",4.6,1000,https://www.coursera.org/learn/computational-neuroscience
Six Sigma Principles,University System of Georgia,"Quality Management Systems, Lean Manufacturing, Teamwork",4.7,6000,https://www.coursera.org/learn/six-sigma-principles
Operations Analytics,University of Pennsylvania,"Data Analysis, Business Intelligence, Operations Research",4.7,1000,https://www.coursera.org/learn/wharton-operations-analytics
Customer Relationship Management,Starweaver,Problem Solving,4.6,55,https://www.coursera.org/learn/customer-relationship-management
Active Listening: Enhancing Communication Skills,Coursera Instructor Network,Communication,4.7,45,https://www.coursera.org/learn/active-listening-enhancing-communication-skills
Microsoft PL-300 Exam Preparation and Practice,Microsoft,,4.5,78,https://www.coursera.org/learn/microsoft-pl-300-exam-preparation-and-practice
Statistical Modeling for Data Science Applications,University of Colorado Boulder,"Regression Analysis, R (Programming Language), Biostatistics, Statistical Hypothesis Testing, Statistical Modeling, Statistical Programming, Data Visualization, Data Analysis, Design Strategies, Experimentation, Mathematics and Mathematical Modeling, Statistical Analysis, Statistics, Variance Analysis",4.2,42,https://www.coursera.org/specializations/statistical-modeling-for-data-science-applications
Solar Energy Basics,The State University of New York,,4.8,4000,https://www.coursera.org/learn/solar-energy-basics
IBM Data Analyst Capstone Project,IBM,"Python Programming, Exploratory Data Analysis, Computer Programming, Data Analysis, Data Visualization, Microsoft Excel, SQL",4.6,1000,https://www.coursera.org/learn/ibm-data-analyst-capstone-project
"Teaching with Art: Using Inquiry, Activities, and Themes",The Museum of Modern Art,"Critical Thinking, Creativity",4.8,9000,https://www.coursera.org/specializations/teaching-with-art
Data Analytics in the Public Sector with R,University of Michigan,"Data Analysis, Exploratory Data Analysis, Leadership and Management, General Statistics, R Programming, Statistical Programming",4.7,44,https://www.coursera.org/specializations/data-analytics-in-the-public-sector-with-r
Google Advanced Data Analytics Capstone,Google,"Computer Programming, Data Analysis, Machine Learning, Python Programming",4.9,523,https://www.coursera.org/learn/google-advanced-data-analytics-capstone
"Everyday Excel, Part 1",University of Colorado Boulder,"Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software, Critical Thinking, Problem Solving, Data Management, Mathematics, Data Visualization",4.7,3000,https://www.coursera.org/learn/everyday-excel-part-1
EU policy and implementation: making Europe work!,Universiteit Leiden,,4.4,176,https://www.coursera.org/learn/eu-making-europe-work
Suicide Prevention,Wesleyan University,Epidemiology,4.6,205,https://www.coursera.org/learn/suicide-prevention
Teach English Now! Technology Enriched Teaching,Arizona State University,Planning,4.9,5000,https://www.coursera.org/learn/tesol-technology
Wireshark for Beginners: Capture Packets,Coursera Project Network,,4.7,73,https://www.coursera.org/projects/wireshark-for-beginners-capture-packets
JavaScript for Beginners,"University of California, Davis","Computer Programming, Javascript, Web Development, Front-End Web Development, HTML and CSS, Web Design, Programming Principles, Web Development Tools, Interactive Design",4.7,968,https://www.coursera.org/specializations/javascript-beginner
Battery Technologies,Arizona State University,,4.6,62,https://www.coursera.org/specializations/battery-technologies
Introduction to Environmental Law and Policy,The University of North Carolina at Chapel Hill,Food Safety and Sanitation,4.8,9000,https://www.coursera.org/learn/environmental-law
Learning to Teach Online,UNSW Sydney (The University of New South Wales),"Analytics, Instructional and Curriculum Design, Social Media",4.7,3000,https://www.coursera.org/learn/teach-online
Digital Transformation in Financial Services,Copenhagen Business School,"Financial Technology (Fintech), Innovation, Business Analysis, Business Transformation, Entrepreneurship, Finance, Research and Development, Banking, Business Strategy, DevOps, Digital Marketing, Financial Services",4.4,9000,https://www.coursera.org/specializations/digital-transformation-financial-services
ChatGPT for Beginners: Save time with Microsoft Excel,Coursera Project Network,"ChatGPT, Data Management, Generative AI, Microsoft Excel",4.6,87,https://www.coursera.org/projects/chatgpt-for-beginners-save-time-with-microsoft-excel
Linear Algebra from Elementary to Advanced,Johns Hopkins University,,4.7,36,https://www.coursera.org/specializations/linear-algebra-elementary-to-advanced
Fundamentals of Immunology,Rice University,"Medical Science and Research, Infection Control, Emergency and Intensive Care, Infectious Diseases, First Aid",4.7,1000,https://www.coursera.org/specializations/immunology
Product Management: An Introduction,IBM,,4.6,50,https://www.coursera.org/learn/product-management-an-introduction
BIM Fundamentals for Engineers,National Taiwan University,"Civil and Architectural Engineering, Drafting and Engineering Design, Simulation and Simulation Software",4.7,7000,https://www.coursera.org/learn/bim-fundamentals
The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,"Emotional Intelligence, Education and Training, Critical Thinking, Social Skills, Community and Social Work, Resilience, Diversity and Inclusion, Life Skills Development",4.7,803,https://www.coursera.org/specializations/teacher-sel
Data Visualization & Dashboarding with R,Johns Hopkins University,"R (Programming Language), Data Visualization",4.8,366,https://www.coursera.org/specializations/jhu-data-visualization-dashboarding-with-r
Renewable Energy and Green Building Entrepreneurship,Duke University,"Business Strategies, Entrepreneurship, Entrepreneurial Finance",4.7,7000,https://www.coursera.org/learn/renewable-energy-entrepreneurship
Python for Cybersecurity,Infosec,"Cybersecurity, Python (Programming Language), Cyber Defense, Cyber Operations",4.5,367,https://www.coursera.org/specializations/pythonforcybersecurity
Foundations of Strategy,IE Business School,"Strategy and Operations, Leadership and Management, Strategy",4.7,83,https://www.coursera.org/learn/foundations-of-strategy-ie-business-school
The Digital Marketing Revolution,University of Illinois at Urbana-Champaign,"Business Transformation, Digital Marketing, Market Research, Marketing, Brand Management, Critical Thinking, Innovation, Marketing Design, Social Media, Strategy",4.7,6000,https://www.coursera.org/learn/digital-marketing-revolution
Instructional Methods in Health Professions Education,University of Michigan,,4.7,457,https://www.coursera.org/learn/instructional-methods-education
Healing with the Arts,University of Florida,,4.6,881,https://www.coursera.org/learn/healing-with-the-arts
Ecology: Ecosystem Dynamics and Conservation,American Museum of Natural History,,4.8,2000,https://www.coursera.org/learn/ecology-conservation
Foundations of Public Health Practice,Imperial College London,Critical Thinking,4.8,537,https://www.coursera.org/specializations/foundations-public-health-practice
Introduction to Operations Management,University of Pennsylvania,"Leadership and Management, Operations Management",4.4,6000,https://www.coursera.org/learn/wharton-operations
Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,,4.8,1000,https://www.coursera.org/learn/terrorism
